lat,long,Timestamp,id,timestamp,start_diff,stop_diff,date,start_vec,stop_vec,Possible_Location,name
36.04802,24.87957,01/13/2014 17:56:01,10,2014-01-13T17:56:01Z,268.75,0,13/1/2014,1,0,GASTech,Campo-Corrente Ada
36.04802,24.87957,1/6/2014 12:28,12,2014-01-06T12:28:01Z,276.8666667,0,6/1/2014,1,0,GASTech,Cocinaro Hideki
36.04802,24.87957,1/8/2014 13:51,2,2014-01-08T13:51:17Z,0.016666667,195.7333333,8/1/2014,0,1,GASTech,Azada Lars
36.04802,24.87957,1/9/2014 7:06,35,2014-01-09T07:06:41Z,0.033333333,335.3333333,9/1/2014,0,1,GASTech,Vasco-Pais Willem
36.04802,24.87957,01/16/2014 13:48:17,34,2014-01-16T13:48:17Z,0.016666667,210.7333333,16/1/2014,0,1,GASTech,Vann Edvard
36.04802,24.87957,01/16/2014 13:52:42,13,2014-01-16T13:52:42Z,0.016666667,215.3166667,16/1/2014,0,1,GASTech,Ferro Inga
36.04802,24.87957,01/17/2014 11:15:01,33,2014-01-17T11:15:01Z,183.8166667,0,17/1/2014,1,0,GASTech,Tempestad Brand
36.04802,24.87957,01/16/2014 13:53:42,20,2014-01-16T13:53:42Z,0.016666667,214.3166667,16/1/2014,0,1,GASTech,Fusil Stenig
36.04802,24.87957,01/13/2014 18:04:01,4,2014-01-13T18:04:01Z,257.7333333,0,13/1/2014,1,0,GASTech,Barranco Ingrid
36.04802,24.87957,01/17/2014 11:20:01,7,2014-01-17T11:20:01Z,191.7,0,17/1/2014,1,0,GASTech,Orilla Elsa
36.04802,24.87957,1/6/2014 12:12,11,2014-01-06T12:12:01Z,241.8333333,0,6/1/2014,1,0,GASTech,Calzas Axel
36.04802,24.87957,1/10/2014 12:23,3,2014-01-10T12:23:01Z,238.8333333,0,10/1/2014,1,0,GASTech,Balas Felix
36.04802,24.87957,1/8/2014 11:57,20,2014-01-08T11:57:01Z,235.8166667,0,8/1/2014,1,0,GASTech,Fusil Stenig
36.04802,24.87957,1/8/2014 13:59,13,2014-01-08T13:59:16Z,0.016666667,207.75,8/1/2014,0,1,GASTech,Ferro Inga
36.04802,24.87957,1/7/2014 17:04,106,2014-01-07T17:04:01Z,32.91666667,913.5333333,7/1/2014,1,1,GASTech,
36.04802,24.87957,1/7/2014 13:57,3,2014-01-07T13:57:42Z,0.016666667,226.3166667,7/1/2014,0,1,GASTech,Balas Felix
36.04802,24.87957,1/6/2014 8:00,19,2014-01-06T08:00:11Z,0.016666667,235.8333333,6/1/2014,0,1,GASTech,Frente Vira
36.04802,24.87957,1/7/2014 17:15,12,2014-01-07T17:15:01Z,198.5833333,0,7/1/2014,1,0,GASTech,Cocinaro Hideki
36.04802,24.87957,1/6/2014 8:00,7,2014-01-06T08:00:19Z,0.016666667,225.7,6/1/2014,0,1,GASTech,Orilla Elsa
36.04802,24.87957,1/7/2014 17:17,8,2014-01-07T17:17:01Z,216.6333333,0,7/1/2014,1,0,GASTech,Alcazar Lucas
36.04802,24.87957,1/7/2014 17:18,27,2014-01-07T17:18:01Z,182.5666667,0,7/1/2014,1,0,GASTech,Orilla Kare
36.04802,24.87957,1/7/2014 17:19,33,2014-01-07T17:19:01Z,208.7333333,0,7/1/2014,1,0,GASTech,Tempestad Brand
36.04802,24.87957,01/16/2014 07:45:23,29,2014-01-16T07:45:23Z,0.016666667,279.8166667,16/1/2014,0,1,GASTech,Ovan Bertrand
36.04802,24.87957,1/6/2014 8:01,29,2014-01-06T08:01:39Z,0.016666667,276.7166667,6/1/2014,0,1,GASTech,Ovan Bertrand
36.04802,24.87957,1/10/2014 12:28,8,2014-01-10T12:28:01Z,259.8666667,0,10/1/2014,1,0,GASTech,Alcazar Lucas
36.04802,24.87957,01/14/2014 17:46:01,18,2014-01-14T17:46:01Z,228.3166667,0,14/1/2014,1,0,GASTech,Frente Birgitta
36.04802,24.87957,1/10/2014 17:41,6,2014-01-10T17:41:01Z,35,0.016666667,10/1/2014,1,0,GASTech,Bergen Linnea
36.04802,24.87957,1/8/2014 12:10,6,2014-01-08T12:10:01Z,247.4666667,0.016666667,8/1/2014,1,0,GASTech,Bergen Linnea
36.04802,24.87957,1/6/2014 8:06,8,2014-01-06T08:06:09Z,0.016666667,251.8666667,6/1/2014,0,1,GASTech,Alcazar Lucas
36.04802,24.87957,1/10/2014 12:20,9,2014-01-10T12:20:01Z,240.8333333,0,10/1/2014,1,0,GASTech,Cazar Gustav
36.04802,24.87957,01/15/2014 08:07:12,34,2014-01-15T08:07:12Z,0.016666667,250.8166667,15/1/2014,0,1,GASTech,Vann Edvard
36.04802,24.87957,1/6/2014 22:15,1,2014-01-06T22:15:02Z,0.016666667,45.98333333,6/1/2014,0,1,GASTech,Calixto Nils
36.04802,24.87957,1/6/2014 8:07,3,2014-01-06T08:07:11Z,0.016666667,241.8333333,6/1/2014,0,1,GASTech,Balas Felix
36.04802,24.87957,01/17/2014 08:29:12,13,2014-01-17T08:29:12Z,0.016666667,157.8166667,17/1/2014,0,1,GASTech,Ferro Inga
36.04802,24.87957,1/10/2014 12:21,1,2014-01-10T12:21:01Z,245.8666667,0,10/1/2014,1,0,GASTech,Calixto Nils
36.04802,24.87957,1/8/2014 12:14,12,2014-01-08T12:14:01Z,259.8666667,0,8/1/2014,1,0,GASTech,Cocinaro Hideki
36.04802,24.87957,01/14/2014 12:37:01,35,2014-01-14T12:37:01Z,319.5,0,14/1/2014,1,0,GASTech,Vasco-Pais Willem
36.04802,24.87957,1/9/2014 17:34,30,2014-01-09T17:34:01Z,211.3166667,0,9/1/2014,1,0,GASTech,Resumir Felix
36.04802,24.87957,1/10/2014 13:36,33,2014-01-10T13:36:01Z,15.9,219,10/1/2014,1,1,GASTech,Tempestad Brand
36.04802,24.87957,1/9/2014 13:53,1,2014-01-09T13:53:17Z,0.016666667,234.7333333,9/1/2014,0,1,GASTech,Calixto Nils
36.04802,24.87957,1/7/2014 17:30,20,2014-01-07T17:30:01Z,222.3166667,0,7/1/2014,1,0,GASTech,Fusil Stenig
36.04802,24.87957,01/15/2014 08:15:09,27,2014-01-15T08:15:09Z,0.016666667,239.8666667,15/1/2014,0,1,GASTech,Orilla Kare
36.04802,24.87957,1/10/2014 13:39,101,2014-01-10T13:39:03Z,0,3951.566667,10/1/2014,0,1,GASTech,
36.04802,24.87957,1/6/2014 13:37,4,2014-01-06T13:37:17Z,0.033333333,282.7333333,6/1/2014,0,1,GASTech,Barranco Ingrid
36.04802,24.87957,01/16/2014 13:52:05,25,2014-01-16T13:52:05Z,0.016666667,230.9333333,16/1/2014,0,1,GASTech,Herrero Kanon
36.04802,24.87957,01/16/2014 17:25:16,24,2014-01-16T17:25:16Z,0.016666667,21.75,16/1/2014,0,1,GASTech,Mies Minke
36.04802,24.87957,1/6/2014 8:22,22,2014-01-06T08:22:12Z,0.016666667,230.8166667,6/1/2014,0,1,GASTech,Nubarron Adra
36.04802,24.87957,1/7/2014 17:34,17,2014-01-07T17:34:01Z,237.5833333,0,7/1/2014,1,0,GASTech,Flecha Sven
36.04802,24.87957,1/6/2014 8:31,2,2014-01-06T08:31:11Z,0.016666667,225.8333333,6/1/2014,0,1,GASTech,Azada Lars
36.04802,24.87957,01/14/2014 13:46:17,26,2014-01-14T13:46:17Z,0.016666667,225.7333333,14/1/2014,0,1,GASTech,Onda Marin
36.04802,24.87957,1/7/2014 8:16,13,2014-01-07T08:16:12Z,0.016666667,206.8166667,7/1/2014,0,1,GASTech,Ferro Inga
36.04802,24.87957,01/16/2014 17:28:01,20,2014-01-16T17:28:01Z,214.3166667,0,16/1/2014,1,0,GASTech,Fusil Stenig
36.04802,24.87957,01/14/2014 13:47:05,5,2014-01-14T13:47:05Z,0.016666667,218.9333333,14/1/2014,0,1,GASTech,Baza Isak
36.04802,24.87957,1/8/2014 12:24,18,2014-01-08T12:24:01Z,268.8666667,0,8/1/2014,1,0,GASTech,Frente Birgitta
36.04802,24.87957,01/17/2014 17:41:01,33,2014-01-17T17:41:01Z,211.9,0,17/1/2014,1,0,GASTech,Tempestad Brand
36.04802,24.87957,1/8/2014 12:26,11,2014-01-08T12:26:01Z,256.8333333,0.016666667,8/1/2014,1,0,GASTech,Calzas Axel
36.04802,24.87957,1/10/2014 13:48,26,2014-01-10T13:48:17Z,0.016666667,221.7333333,10/1/2014,0,1,GASTech,Onda Marin
36.04802,24.87957,1/10/2014 13:49,17,2014-01-10T13:49:42Z,0.016666667,204.3166667,10/1/2014,0,1,GASTech,Flecha Sven
36.04802,24.87957,01/14/2014 11:58:01,3,2014-01-14T11:58:01Z,214.8333333,0,14/1/2014,1,0,GASTech,Balas Felix
36.04802,24.87957,01/16/2014 12:32:01,25,2014-01-16T12:32:01Z,260.8,0,16/1/2014,1,0,GASTech,Herrero Kanon
36.04802,24.87957,1/7/2014 8:48,107,2014-01-07T08:48:40Z,1262.65,0,7/1/2014,1,0,GASTech,
36.04802,24.87957,01/16/2014 12:32:01,18,2014-01-16T12:32:01Z,264.8666667,0.016666667,16/1/2014,1,0,GASTech,Frente Birgitta
36.04802,24.87957,1/8/2014 12:32,4,2014-01-08T12:32:01Z,312.7,0,8/1/2014,1,0,GASTech,Barranco Ingrid
36.04802,24.87957,01/17/2014 12:34:01,30,2014-01-17T12:34:01Z,245.8166667,0,17/1/2014,1,0,GASTech,Resumir Felix
36.04802,24.87957,1/9/2014 17:28,6,2014-01-09T17:28:01Z,249.05,0,9/1/2014,1,0,GASTech,Bergen Linnea
36.04802,24.87957,01/16/2014 17:34:01,6,2014-01-16T17:34:01Z,225.5666667,0,16/1/2014,1,0,GASTech,Bergen Linnea
36.04802,24.87957,1/6/2014 11:46,16,2014-01-06T11:46:01Z,219.8166667,0,6/1/2014,1,0,GASTech,Vann Isia
36.04802,24.87957,1/6/2014 11:46,107,2014-01-06T11:46:01Z,7.25,1262.65,6/1/2014,1,1,GASTech,
36.04802,24.87957,1/9/2014 7:49,6,2014-01-09T07:49:33Z,0.016666667,245.4666667,9/1/2014,0,1,GASTech,Bergen Linnea
36.04802,24.87957,1/8/2014 12:11,8,2014-01-08T12:11:01Z,241.8666667,0,8/1/2014,1,0,GASTech,Alcazar Lucas
36.04802,24.87957,1/8/2014 17:32,34,2014-01-08T17:32:01Z,245.5666667,0,8/1/2014,1,0,GASTech,Vann Edvard
36.04802,24.87957,01/15/2014 11:14:01,15,2014-01-15T11:14:01Z,183.8166667,0,15/1/2014,1,0,GASTech,Bodrogi Loreto
36.04802,24.87957,01/16/2014 08:09:12,33,2014-01-16T08:09:12Z,0.016666667,227.8166667,16/1/2014,0,1,GASTech,Tempestad Brand
36.04802,24.87957,1/8/2014 12:13,3,2014-01-08T12:13:01Z,247.8333333,0,8/1/2014,1,0,GASTech,Balas Felix
36.04802,24.87957,1/8/2014 13:16,7,2014-01-08T13:16:01Z,7.916666667,24,8/1/2014,1,1,GASTech,Orilla Elsa
36.04802,24.87957,01/16/2014 17:43:01,25,2014-01-16T17:43:01Z,230.9333333,0,16/1/2014,1,0,GASTech,Herrero Kanon
36.04802,24.87957,1/6/2014 11:56,19,2014-01-06T11:56:01Z,235.8333333,0,6/1/2014,1,0,GASTech,Frente Vira
36.04802,24.87957,1/10/2014 14:04,24,2014-01-10T14:04:26Z,0.016666667,227.5833333,10/1/2014,0,1,GASTech,Mies Minke
36.04802,24.87957,01/15/2014 11:49:01,33,2014-01-15T11:49:01Z,238.8166667,0.016666667,15/1/2014,1,0,GASTech,Tempestad Brand
36.04802,24.87957,01/17/2014 13:25:17,10,2014-01-17T13:25:17Z,0.033333333,285.7333333,17/1/2014,0,1,GASTech,Campo-Corrente Ada
36.04802,24.87957,01/17/2014 13:26:26,8,2014-01-17T13:26:26Z,0.016666667,225.5833333,17/1/2014,0,1,GASTech,Alcazar Lucas
36.04802,24.87957,01/15/2014 13:53:27,7,2014-01-15T13:53:27Z,0.016666667,221.5666667,15/1/2014,0,1,GASTech,Orilla Elsa
36.04802,24.87957,01/14/2014 14:30:05,105,2014-01-14T14:30:05Z,0.016666667,79.01666667,14/1/2014,0,1,GASTech,
36.04802,24.87957,1/9/2014 12:25,17,2014-01-09T12:25:01Z,266.8166667,0,9/1/2014,1,0,GASTech,Flecha Sven
36.04802,24.87957,1/7/2014 13:45,23,2014-01-07T13:45:23Z,0.016666667,222.6333333,7/1/2014,0,1,GASTech,Lagos Varja
36.04802,24.87957,1/7/2014 13:47,20,2014-01-07T13:47:42Z,0.016666667,222.3166667,7/1/2014,0,1,GASTech,Fusil Stenig
36.04802,24.87957,01/13/2014 17:28:01,5,2014-01-13T17:28:01Z,227.6333333,0,13/1/2014,1,0,GASTech,Baza Isak
36.04802,24.87957,1/6/2014 12:09,3,2014-01-06T12:09:01Z,241.8333333,0,6/1/2014,1,0,GASTech,Balas Felix
36.04802,24.87957,1/10/2014 14:16,12,2014-01-10T14:16:23Z,0.016666667,177.6333333,10/1/2014,0,1,GASTech,Cocinaro Hideki
36.04802,24.87957,01/17/2014 08:07:09,14,2014-01-17T08:07:09Z,0.016666667,228.8666667,17/1/2014,0,1,GASTech,Dedos Lidelse
36.04802,24.87957,1/7/2014 13:50,33,2014-01-07T13:50:17Z,0.016666667,208.7333333,7/1/2014,0,1,GASTech,Tempestad Brand
36.04802,24.87957,1/8/2014 17:47,32,2014-01-08T17:47:01Z,255.9333333,0,8/1/2014,1,0,GASTech,Strum Orhan
36.04802,24.87957,1/9/2014 17:15,29,2014-01-09T17:15:50Z,175.8166667,0.016666667,9/1/2014,1,0,GASTech,Ovan Bertrand
36.04802,24.87957,1/7/2014 13:56,12,2014-01-07T13:56:26Z,0.016666667,198.5833333,7/1/2014,0,1,GASTech,Cocinaro Hideki
36.04802,24.87957,01/17/2014 13:42:27,20,2014-01-17T13:42:27Z,0.016666667,225.5666667,17/1/2014,0,1,GASTech,Fusil Stenig
36.04802,24.87957,1/6/2014 12:14,34,2014-01-06T12:14:01Z,273.8166667,0,6/1/2014,1,0,GASTech,Vann Edvard
36.04802,24.87957,01/16/2014 18:12:01,10,2014-01-16T18:12:01Z,277.8,0,16/1/2014,1,0,GASTech,Campo-Corrente Ada
36.04802,24.87957,1/8/2014 14:01,3,2014-01-08T14:01:27Z,0.016666667,215.5666667,8/1/2014,0,1,GASTech,Balas Felix
36.04802,24.87957,1/6/2014 17:12,12,2014-01-06T17:12:01Z,169,0,6/1/2014,1,0,GASTech,Cocinaro Hideki
36.04802,24.87957,1/6/2014 12:17,2,2014-01-06T12:17:01Z,225.8333333,0,6/1/2014,1,0,GASTech,Azada Lars
36.04802,24.87957,01/17/2014 08:12:09,1,2014-01-17T08:12:09Z,0.016666667,579.8666667,17/1/2014,0,1,GASTech,Calixto Nils
36.04802,24.87957,01/14/2014 17:11:01,27,2014-01-14T17:11:01Z,196.5833333,0.016666667,14/1/2014,1,0,GASTech,Orilla Kare
36.04802,24.87957,1/6/2014 17:15,17,2014-01-06T17:15:01Z,215,0,6/1/2014,1,0,GASTech,Flecha Sven
36.04802,24.87957,1/10/2014 17:12,29,2014-01-10T17:12:16Z,184.55,0,10/1/2014,1,0,GASTech,Ovan Bertrand
36.04802,24.87957,1/9/2014 8:07,18,2014-01-09T08:07:09Z,0.016666667,252.8666667,9/1/2014,0,1,GASTech,Frente Birgitta
36.04802,24.87957,1/10/2014 17:14,17,2014-01-10T17:14:01Z,204.3166667,0,10/1/2014,1,0,GASTech,Flecha Sven
36.04802,24.87957,01/13/2014 12:42:02,29,2014-01-13T12:42:02Z,295.2333333,0,13/1/2014,1,0,GASTech,Ovan Bertrand
36.04802,24.87957,1/8/2014 7:19,4,2014-01-08T07:19:19Z,0.016666667,312.7,8/1/2014,0,1,GASTech,Barranco Ingrid
36.04802,24.87957,01/17/2014 13:52:26,21,2014-01-17T13:52:26Z,0.016666667,225.5833333,17/1/2014,0,1,GASTech,Osvaldo Hennie
36.04802,24.87957,1/8/2014 13:44,17,2014-01-08T13:44:42Z,0.016666667,227.3166667,8/1/2014,0,1,GASTech,Flecha Sven
36.04802,24.87957,01/14/2014 17:21:01,25,2014-01-14T17:21:01Z,218.75,0,14/1/2014,1,0,GASTech,Herrero Kanon
36.04802,24.87957,1/6/2014 17:22,30,2014-01-06T17:22:01Z,124,0,6/1/2014,1,0,GASTech,Resumir Felix
36.04802,24.87957,1/9/2014 8:10,25,2014-01-09T08:10:33Z,0.016666667,242.4666667,9/1/2014,0,1,GASTech,Herrero Kanon
36.04802,24.87957,01/16/2014 13:48:27,6,2014-01-16T13:48:27Z,0.016666667,225.5666667,16/1/2014,0,1,GASTech,Bergen Linnea
36.04802,24.87957,01/13/2014 08:08:33,6,2014-01-13T08:08:33Z,0.016666667,217.4666667,13/1/2014,0,1,GASTech,Bergen Linnea
36.04802,24.87957,1/6/2014 12:24,24,2014-01-06T12:24:01Z,251.8166667,0,6/1/2014,1,0,GASTech,Mies Minke
36.04802,24.87957,1/9/2014 8:18,15,2014-01-09T08:18:31Z,0.016666667,214.5,9/1/2014,0,1,GASTech,Bodrogi Loreto
36.04802,24.87957,01/15/2014 12:14:01,17,2014-01-15T12:14:01Z,270.8166667,0,15/1/2014,1,0,GASTech,Flecha Sven
36.04802,24.87957,1/9/2014 8:19,101,2014-01-09T08:19:13Z,2649.533333,0,9/1/2014,1,0,GASTech,
36.04802,24.87957,1/8/2014 13:48,19,2014-01-08T13:48:23Z,0.016666667,221.6333333,8/1/2014,0,1,GASTech,Frente Vira
36.04802,24.87957,01/13/2014 13:27:14,24,2014-01-13T13:27:14Z,0.016666667,269.7833333,13/1/2014,0,1,GASTech,Mies Minke
36.04802,24.87957,1/8/2014 13:50,8,2014-01-08T13:50:16Z,0.016666667,228.75,8/1/2014,0,1,GASTech,Alcazar Lucas
36.04802,24.87957,01/16/2014 11:51:01,19,2014-01-16T11:51:01Z,222.8333333,0,16/1/2014,1,0,GASTech,Frente Vira
36.04802,24.87957,1/9/2014 8:28,11,2014-01-09T08:28:11Z,0.033333333,221.8333333,9/1/2014,0,1,GASTech,Calzas Axel
36.04802,24.87957,01/13/2014 08:16:12,22,2014-01-13T08:16:12Z,0.016666667,217.8166667,13/1/2014,0,1,GASTech,Nubarron Adra
36.04802,24.87957,1/10/2014 17:28,13,2014-01-10T17:28:01Z,190.7333333,0,10/1/2014,1,0,GASTech,Ferro Inga
36.04802,24.87957,01/15/2014 12:18:01,2,2014-01-15T12:18:01Z,229.7166667,0,15/1/2014,1,0,GASTech,Azada Lars
36.04802,24.87957,1/9/2014 17:39,33,2014-01-09T17:39:01Z,229.5666667,0,9/1/2014,1,0,GASTech,Tempestad Brand
36.04802,24.87957,1/6/2014 12:34,4,2014-01-06T12:34:01Z,305.7,0.016666667,6/1/2014,1,0,GASTech,Barranco Ingrid
36.04802,24.87957,1/6/2014 17:32,20,2014-01-06T17:32:01Z,225.9333333,0,6/1/2014,1,0,GASTech,Fusil Stenig
36.04802,24.87957,1/7/2014 7:52,20,2014-01-07T07:52:12Z,0.016666667,241.8166667,7/1/2014,0,1,GASTech,Fusil Stenig
36.04802,24.87957,1/6/2014 17:33,8,2014-01-06T17:33:01Z,216.75,0,6/1/2014,1,0,GASTech,Alcazar Lucas
36.04802,24.87957,1/10/2014 17:30,27,2014-01-10T17:30:01Z,194.7333333,0,10/1/2014,1,0,GASTech,Orilla Kare
36.04802,24.87957,01/14/2014 17:36:35,29,2014-01-14T17:36:35Z,226.9,0,14/1/2014,1,0,GASTech,Ovan Bertrand
36.04802,24.87957,1/7/2014 17:38,18,2014-01-07T17:38:01Z,197.5333333,0,7/1/2014,1,0,GASTech,Frente Birgitta
36.04802,24.87957,01/17/2014 17:12:01,2,2014-01-17T17:12:01Z,208.9333333,0,17/1/2014,1,0,GASTech,Azada Lars
36.04802,24.87957,1/6/2014 7:59,27,2014-01-06T07:59:09Z,0.016666667,257.8666667,6/1/2014,0,1,GASTech,Orilla Kare
36.04802,24.87957,01/17/2014 17:42:01,6,2014-01-17T17:42:01Z,583.4666667,0,17/1/2014,1,0,GASTech,Bergen Linnea
36.04802,24.87957,01/15/2014 17:26:01,25,2014-01-15T17:26:01Z,210.3166667,0,15/1/2014,1,0,GASTech,Herrero Kanon
36.04802,24.87957,1/6/2014 13:03,10,2014-01-06T13:03:23Z,0.016666667,310.6333333,6/1/2014,0,1,GASTech,Campo-Corrente Ada
36.04802,24.87957,1/10/2014 17:34,1,2014-01-10T17:34:01Z,250.9333333,0,10/1/2014,1,0,GASTech,Calixto Nils
36.04802,24.87957,01/14/2014 08:29:12,30,2014-01-14T08:29:12Z,0.016666667,233.8166667,14/1/2014,0,1,GASTech,Resumir Felix
36.04802,24.87957,01/17/2014 17:12:01,34,2014-01-17T17:12:01Z,214.5666667,0,17/1/2014,1,0,GASTech,Vann Edvard
36.04802,24.87957,1/7/2014 12:29,8,2014-01-07T12:29:01Z,282.8666667,0,7/1/2014,1,0,GASTech,Alcazar Lucas
36.04802,24.87957,1/6/2014 17:40,13,2014-01-06T17:40:01Z,202.75,0,6/1/2014,1,0,GASTech,Ferro Inga
36.04802,24.87957,1/8/2014 12:09,19,2014-01-08T12:09:01Z,240.8333333,0,8/1/2014,1,0,GASTech,Frente Vira
36.04802,24.87957,01/16/2014 17:19:01,9,2014-01-16T17:19:01Z,188.3166667,0,16/1/2014,1,0,GASTech,Cazar Gustav
36.04802,24.87957,1/6/2014 17:43,21,2014-01-06T17:43:01Z,219.7333333,0,6/1/2014,1,0,GASTech,Osvaldo Hennie
36.04802,24.87957,1/9/2014 11:30,13,2014-01-09T11:30:01Z,202.8166667,0,9/1/2014,1,0,GASTech,Ferro Inga
36.04802,24.87957,01/14/2014 17:46:01,24,2014-01-14T17:46:01Z,213,0,14/1/2014,1,0,GASTech,Mies Minke
36.04802,24.87957,01/15/2014 12:41:50,29,2014-01-15T12:41:50Z,281.35,0,15/1/2014,1,0,GASTech,Ovan Bertrand
36.04802,24.87957,01/13/2014 13:46:23,14,2014-01-13T13:46:23Z,0.016666667,241.6333333,13/1/2014,0,1,GASTech,Dedos Lidelse
36.04802,24.87957,1/6/2014 13:28,33,2014-01-06T13:28:05Z,0.016666667,243.9333333,6/1/2014,0,1,GASTech,Tempestad Brand
36.04802,24.87957,1/7/2014 8:03,23,2014-01-07T08:03:12Z,0.016666667,255.8166667,7/1/2014,0,1,GASTech,Lagos Varja
36.04802,24.87957,1/10/2014 17:49,14,2014-01-10T17:49:01Z,212.7333333,0,10/1/2014,1,0,GASTech,Dedos Lidelse
36.04802,24.87957,1/6/2014 8:10,11,2014-01-06T08:10:11Z,0.016666667,241.8333333,6/1/2014,0,1,GASTech,Calzas Axel
36.04802,24.87957,1/10/2014 17:52,24,2014-01-10T17:52:01Z,227.5833333,0,10/1/2014,1,0,GASTech,Mies Minke
36.04802,24.87957,01/17/2014 07:40:09,26,2014-01-17T07:40:09Z,0.016666667,274.8666667,17/1/2014,0,1,GASTech,Onda Marin
36.04802,24.87957,1/6/2014 13:31,23,2014-01-06T13:31:26Z,0.016666667,193.5833333,6/1/2014,0,1,GASTech,Lagos Varja
36.04802,24.87957,1/6/2014 13:32,7,2014-01-06T13:32:05Z,0.033333333,239.9333333,6/1/2014,0,1,GASTech,Orilla Elsa
36.04802,24.87957,1/7/2014 17:29,13,2014-01-07T17:29:01Z,201.7333333,0,7/1/2014,1,0,GASTech,Ferro Inga
36.04802,24.87957,01/14/2014 17:59:01,4,2014-01-14T17:59:01Z,263.5666667,0,14/1/2014,1,0,GASTech,Barranco Ingrid
36.04802,24.87957,01/16/2014 07:54:37,101,2014-01-16T07:54:37Z,2566.583333,0,16/1/2014,1,0,GASTech,
36.04802,24.87957,1/7/2014 8:09,25,2014-01-07T08:09:33Z,0.016666667,261.4666667,7/1/2014,0,1,GASTech,Herrero Kanon
36.04802,24.87957,1/7/2014 17:31,2,2014-01-07T17:31:01Z,238.7333333,0,7/1/2014,1,0,GASTech,Azada Lars
36.04802,24.87957,1/8/2014 12:18,35,2014-01-08T12:18:01Z,316,0,8/1/2014,1,0,GASTech,Vasco-Pais Willem
36.04802,24.87957,1/6/2014 13:40,17,2014-01-06T13:40:01Z,2.333333333,215,6/1/2014,0,1,GASTech,Flecha Sven
36.04802,24.87957,01/16/2014 12:23:01,1,2014-01-16T12:23:01Z,245.8666667,0,16/1/2014,1,0,GASTech,Calixto Nils
